Date,QQQ Open,QQQ High,QQQ Low,QQQ Close,Call Symbol,Call Open,Call High,Call Low,Call Close,Put Symbol,Put Open,Put High,Put Low,Put Close,Straddle Open,Straddle Close
2024-05-24,455.29,459.23,453.5674,457.95,O:QQQ240524C00455000,1.32,4.23,0.97,2.97,O:QQQ240524P00455000,1.04,1.41,0.01,0.01,2.36,2.98
2024-05-28,459.18,459.74,456.69,459.68,O:QQQ240528C00459000,1.1,1.38,0.02,0.71,O:QQQ240528P00459000,0.93,2.31,0.01,0.01,2.03,0.72
2024-05-29,455.48,458.24,455.34,456.44,O:QQQ240529C00455000,1.44,3.35,1.04,1.05,O:QQQ240529P00455000,1.01,1.07,0.01,0.01,2.45,1.06
2024-05-30,455.5,455.64,450.21,451.55,O:QQQ240530C00456000,0.97,1.0,0.01,0.01,O:QQQ240530P00456000,1.43,5.56,1.06,5.56,2.4,5.57
2024-05-31,451.78,452.48,443.055,450.71,O:QQQ240531C00452000,1.45,1.53,0.01,0.01,O:QQQ240531P00452000,1.67,8.93,0.1,0.98,3.12,0.99
2024-06-03,454.57,455.58,447.9,453.13,O:QQQ240603C00455000,0.88,1.49,0.01,0.01,O:QQQ240603P00455000,1.39,6.86,0.95,1.72,2.27,1.73
2024-06-04,452.87,455.575,451.1311,454.37,O:QQQ240604C00453000,1.32,2.62,0.32,1.35,O:QQQ240604P00453000,1.46,2.45,0.01,0.01,2.78,1.36
2024-06-05,457.98,463.61,454.408,463.53,O:QQQ240605C00458000,1.3,5.55,0.81,5.07,O:QQQ240605P00458000,1.31,2.0,0.01,0.01,2.61,5.08
2024-06-06,464.22,464.54,462.19,463.37,O:QQQ240606C00464000,1.4,1.56,0.01,0.01,O:QQQ240606P00464000,1.16,2.14,0.5,0.59,2.56,0.6
2024-06-07,463.0,465.74,461.84,462.96,O:QQQ240607C00463000,1.38,2.87,0.02,0.03,O:QQQ240607P00463000,1.5,2.07,0.11,0.38,2.88,0.41
2024-06-10,461.82,465.19,461.53,464.83,O:QQQ240610C00462000,1.22,3.15,1.01,2.18,O:QQQ240610P00462000,1.35,1.56,0.01,0.01,2.57,2.19
2024-06-11,463.54,468.14,462.03,468.02,O:QQQ240611C00464000,0.86,4.21,0.49,4.21,O:QQQ240611P00464000,1.32,2.42,0.01,0.01,2.18,4.22
2024-06-12,471.99,476.5,471.29,474.15,O:QQQ240612C00472000,1.95,4.45,1.5,2.0,O:QQQ240612P00472000,1.96,2.29,0.03,0.05,3.91,2.05
2024-06-13,477.72,478.39,474.42,476.72,O:QQQ240613C00478000,1.09,1.43,0.03,0.03,O:QQQ240613P00478000,1.42,3.57,0.6,0.72,2.51,0.75
2024-06-14,476.52,479.26,476.05,479.19,O:QQQ240614C00477000,1.05,2.24,0.64,2.16,O:QQQ240614P00477000,1.5,1.82,0.01,0.01,2.55,2.17
2024-06-17,479.46,486.86,478.14,485.06,O:QQQ240617C00479000,1.42,7.81,0.77,5.44,O:QQQ240617P00479000,0.99,1.6,0.01,0.01,2.41,5.45
2024-06-18,485.01,485.9,483.43,485.21,O:QQQ240618C00485000,1.32,1.72,0.13,0.39,O:QQQ240618P00485000,1.31,2.02,0.02,0.02,2.63,0.41
2024-06-20,486.42,486.8387,479.62,481.47,O:QQQ240620C00486000,1.5,1.69,0.01,0.01,O:QQQ240620P00486000,1.19,6.29,0.86,4.48,2.69,4.49
2024-06-21,481.19,482.535,478.67,480.18,O:QQQ240621C00481000,1.63,1.96,0.03,0.12,O:QQQ240621P00481000,1.47,2.89,0.25,0.25,3.1,0.37
2024-06-24,478.18,479.93,473.82,473.96,O:QQQ240624C00478000,1.4,2.42,0.01,0.01,O:QQQ240624P00478000,1.26,4.41,0.52,3.7,2.66,3.71
2024-06-25,476.07,479.68,475.12,479.38,O:QQQ240625C00476000,1.29,3.64,0.94,3.28,O:QQQ240625P00476000,1.24,1.82,0.01,0.01,2.53,3.29
2024-06-26,478.55,480.92,478.13,480.37,O:QQQ240626C00479000,1.23,2.47,0.25,0.28,O:QQQ240626P00479000,1.65,1.78,0.01,0.41,2.88,0.69
2024-06-27,480.12,483.1,479.3,481.61,O:QQQ240627C00480000,1.38,3.38,0.59,2.14,O:QQQ240627P00480000,1.23,1.44,0.01,0.01,2.61,2.15
2024-06-28,482.41,487.2,478.46,479.11,O:QQQ240628C00482000,1.66,5.33,0.01,0.01,O:QQQ240628P00482000,1.26,3.49,0.2,2.34,2.92,2.35
2024-07-01,480.04,482.49,476.255,481.92,O:QQQ240701C00480000,1.26,2.44,0.35,1.74,O:QQQ240701P00480000,1.28,4.09,0.01,0.02,2.54,1.76
2024-07-02,480.41,487.04,480.28,486.98,O:QQQ240702C00480000,1.54,7.08,1.51,6.69,O:QQQ240702P00480000,1.13,1.23,0.01,0.01,2.67,6.7
2024-07-03,486.22,491.17,486.22,491.04,O:QQQ240703C00486000,0.99,5.48,0.88,4.99,O:QQQ240703P00486000,0.7,0.75,0.01,0.01,1.69,5.0
2024-07-05,491.89,496.6,491.59,496.16,O:QQQ240705C00492000,1.18,4.61,1.17,3.94,O:QQQ240705P00492000,1.28,1.59,0.01,0.01,2.46,3.95
2024-07-08,496.53,497.895,495.5,497.34,O:QQQ240708C00497000,0.87,1.2,0.07,0.55,O:QQQ240708P00497000,1.34,2.0,0.01,0.01,2.21,0.56
2024-07-09,498.87,500.0,496.24,497.77,O:QQQ240709C00499000,1.18,1.87,0.01,0.01,O:QQQ240709P00499000,1.33,2.86,0.78,1.35,2.51,1.36
2024-07-10,499.71,503.52,498.39,502.96,O:QQQ240710C00500000,1.1,3.52,0.35,2.65,O:QQQ240710P00500000,1.4,1.93,0.01,0.01,2.5,2.66
2024-07-11,503.07,503.28,490.725,491.93,O:QQQ240711C00503000,1.71,1.74,0.01,0.01,O:QQQ240711P00503000,1.48,12.11,1.47,10.52,3.19,10.53
2024-07-12,492.51,499.62,492.04,494.82,O:QQQ240712C00493000,1.47,6.57,1.24,1.77,O:QQQ240712P00493000,1.97,2.22,0.01,0.02,3.44,1.79
2024-07-15,496.61,501.01,494.09,496.15,O:QQQ240715C00497000,1.39,4.2,0.01,0.01,O:QQQ240715P00497000,1.82,2.94,0.22,0.62,3.21,0.63
2024-07-16,497.62,498.44,493.15,496.34,O:QQQ240716C00498000,1.35,1.76,0.01,0.01,O:QQQ240716P00498000,1.75,4.83,1.33,1.6,3.1,1.61
2024-07-17,488.28,488.7984,481.7,481.77,O:QQQ240717C00488000,2.0,2.22,0.01,0.01,O:QQQ240717P00488000,1.81,6.77,1.4,6.08,3.81,6.09
2024-07-18,485.53,485.71,476.27,479.49,O:QQQ240718C00486000,1.92,2.0,0.01,0.01,O:QQQ240718P00486000,2.43,9.3,2.41,6.39,4.35,6.4
2024-07-19,479.15,481.69,473.94,475.24,O:QQQ240719C00479000,2.22,3.82,0.01,0.01,O:QQQ240719P00479000,2.22,5.05,1.15,4.06,4.44,4.07
2024-07-22,481.16,483.35,477.7068,482.32,O:QQQ240722C00481000,1.91,2.82,0.35,0.95,O:QQQ240722P00481000,1.78,3.52,0.01,0.02,3.69,0.97
2024-07-23,481.41,484.43,480.14,480.62,O:QQQ240723C00481000,2.24,3.9,0.1,0.28,O:QQQ240723P00481000,1.79,2.05,0.18,0.51,4.03,0.79
2024-07-24,473.82,474.19,462.51,463.38,O:QQQ240724C00474000,1.73,1.94,0.01,0.01,O:QQQ240724P00474000,1.95,11.0,1.75,9.6,3.68,9.61
2024-07-25,463.72,467.94,455.63,458.27,O:QQQ240725C00464000,2.21,4.16,0.01,0.01,O:QQQ240725P00464000,2.47,8.53,0.25,5.59,4.68,5.6
2024-07-26,462.65,465.93,459.77,462.97,O:QQQ240726C00463000,2.22,3.28,0.06,0.22,O:QQQ240726P00463000,2.57,4.04,0.06,0.13,4.79,0.35
2024-07-29,465.71,467.91,461.615,463.9,O:QQQ240729C00466000,2.0,2.97,0.01,0.01,O:QQQ240729P00466000,2.26,4.54,0.69,2.35,4.26,2.36
2024-07-30,465.85,466.561,454.15,457.53,O:QQQ240730C00466000,2.19,2.42,0.01,0.01,O:QQQ240730P00466000,2.33,13.67,1.86,12.05,4.52,12.06
2024-07-31,467.87,472.79,466.41,471.07,O:QQQ240731C00468000,2.97,5.93,1.6,4.28,O:QQQ240731P00468000,3.07,3.74,0.01,0.01,6.04,4.29
2024-08-01,471.76,475.55,455.98,459.66,O:QQQ240801C00472000,2.51,4.51,0.01,0.01,O:QQQ240801P00472000,2.74,15.78,1.06,15.25,5.25,15.26
2024-08-02,450.89,453.57,444.47,448.75,O:QQQ240802C00451000,3.0,4.75,0.01,0.01,O:QQQ240802P00451000,3.45,7.24,1.98,2.5,6.45,2.51
2024-08-05,424.71,442.29,423.45,435.37,O:QQQ240805C00425000,6.75,16.54,5.92,12.5,O:QQQ240805P00425000,6.39,7.55,0.01,0.01,13.14,12.51
2024-08-06,437.23,447.07,434.56,439.53,O:QQQ240806C00437000,7.0,10.09,1.6,2.3,O:QQQ240806P00437000,3.48,4.76,0.02,0.04,10.48,2.34
2024-08-07,446.49,449.0,434.37,434.77,O:QQQ240807C00446000,2.99,4.24,0.01,0.01,O:QQQ240807P00446000,2.47,11.58,0.99,10.67,5.46,10.68
2024-08-08,441.06,448.99,437.15,448.07,O:QQQ240808C00441000,3.01,8.29,1.55,7.7,O:QQQ240808P00441000,3.0,5.36,0.01,0.01,6.01,7.71
2024-08-09,446.74,452.06,445.61,450.41,O:QQQ240809C00447000,2.89,5.23,1.63,3.72,O:QQQ240809P00447000,3.06,3.48,0.01,0.01,5.95,3.73
2024-08-12,451.39,454.37,448.5546,451.38,O:QQQ240812C00451000,2.35,3.83,0.08,0.33,O:QQQ240812P00451000,1.99,3.5,0.02,0.04,4.34,0.37
2024-08-13,455.82,462.85,455.68,462.58,O:QQQ240813C00456000,1.79,7.14,1.76,7.04,O:QQQ240813P00456000,1.97,2.03,0.01,0.01,3.76,7.05
2024-08-14,463.51,465.1093,458.4,462.73,O:QQQ240814C00464000,1.91,2.51,0.02,0.2,O:QQQ240814P00464000,2.39,5.69,0.23,0.26,4.3,0.46
2024-08-15,468.76,474.82,468.38,474.42,O:QQQ240815C00469000,1.67,5.92,1.5,5.3,O:QQQ240815P00469000,1.8,2.12,0.01,0.01,3.47,5.31
2024-08-16,472.62,476.41,471.65,475.03,O:QQQ240816C00473000,1.75,3.51,1.12,2.34,O:QQQ240816P00473000,2.03,2.63,0.01,0.01,3.78,2.35
2024-08-19,475.17,481.31,473.37,481.27,O:QQQ240819C00475000,1.73,6.26,0.71,6.0,O:QQQ240819P00475000,1.59,2.38,0.01,0.01,3.32,6.01
2024-08-20,480.35,482.94,478.55,480.26,O:QQQ240820C00480000,1.69,3.47,0.3,0.55,O:QQQ240820P00480000,1.29,2.35,0.01,0.01,2.98,0.56
2024-08-21,481.05,484.37,479.32,482.5,O:QQQ240821C00481000,1.8,3.74,0.48,1.8,O:QQQ240821P00481000,1.76,2.27,0.01,0.01,3.56,1.81
2024-08-22,484.84,485.54,473.81,474.85,O:QQQ240822C00485000,1.53,1.92,0.01,0.01,O:QQQ240822P00485000,1.7,11.0,1.4,9.4,3.23,9.41
2024-08-23,479.24,482.74,475.28,480.0,O:QQQ240823C00479000,2.58,4.32,0.25,0.61,O:QQQ240823P00479000,2.42,3.94,0.01,0.01,5.0,0.62
2024-08-26,479.45,480.38,473.24,475.34,O:QQQ240826C00479000,1.9,2.45,0.01,0.01,O:QQQ240826P00479000,1.41,5.87,1.06,4.21,3.31,4.22
2024-08-27,473.69,477.84,471.71,476.76,O:QQQ240827C00474000,1.63,4.02,0.94,2.62,O:QQQ240827P00474000,1.86,3.18,0.01,0.01,3.49,2.63
2024-08-28,476.29,477.02,467.89,471.35,O:QQQ240828C00476000,3.32,3.8,0.22,0.58,O:QQQ240828P00476000,3.08,8.19,2.78,5.62,6.4,6.2
2024-08-29,473.28,477.93,469.372,470.66,O:QQQ240829C00473000,2.3,5.1,0.01,0.02,O:QQQ240829P00473000,2.04,4.35,0.09,1.24,4.34,1.26
2024-08-30,475.04,476.9,470.51,476.27,O:QQQ240830C00475000,1.85,2.66,0.12,1.0,O:QQQ240830P00475000,1.81,4.6,0.01,0.02,3.66,1.02
2024-09-03,473.2,473.33,459.4101,461.81,O:QQQ240903C00473000,1.79,1.85,0.01,0.01,O:QQQ240903P00473000,1.58,12.6,1.58,10.89,3.37,10.9
2024-09-04,458.67,464.45,457.73,460.61,O:QQQ240904C00459000,2.15,5.5,1.04,1.3,O:QQQ240904P00459000,2.47,2.73,0.01,0.01,4.62,1.31
2024-09-05,458.97,465.36,457.939,461.04,O:QQQ240905C00459000,2.31,6.43,0.96,2.31,O:QQQ240905P00459000,2.33,2.4,0.03,0.05,4.64,2.36
2024-09-06,460.33,461.22,448.19,448.69,O:QQQ240906C00460000,2.63,3.12,0.01,0.01,O:QQQ240906P00460000,2.28,12.16,1.94,11.67,4.91,11.68
2024-09-09,453.06,455.46,449.823428,454.46,O:QQQ240909C00453000,2.21,3.13,0.26,1.69,O:QQQ240909P00453000,2.11,3.6,0.01,0.02,4.32,1.71
2024-09-10,456.24,459.17,452.23,458.66,O:QQQ240910C00456000,1.91,3.12,0.25,2.46,O:QQQ240910P00456000,1.68,4.01,0.01,0.01,3.59,2.47
2024-09-11,459.91,469.37,451.28,468.62,O:QQQ240911C00460000,2.18,9.3,0.08,8.26,O:QQQ240911P00460000,2.75,8.47,0.01,0.01,4.93,8.27
2024-09-12,468.65,474.04,466.8491,473.22,O:QQQ240912C00469000,1.8,5.02,1.21,3.25,O:QQQ240912P00469000,2.18,3.33,0.01,0.01,3.98,3.26
2024-09-13,472.48,476.53,472.25,475.34,O:QQQ240913C00472000,2.16,4.5,1.99,1.99,O:QQQ240913P00472000,1.7,1.81,0.01,0.01,3.86,2.0
2024-09-16,473.19,473.8599,469.89,473.24,O:QQQ240916C00473000,1.8,2.02,0.07,0.09,O:QQQ240916P00473000,1.62,3.5,0.06,0.15,3.42,0.24
2024-09-17,476.29,477.6,470.97,473.49,O:QQQ240917C00476000,1.76,2.29,0.01,0.01,O:QQQ240917P00476000,1.51,5.1,0.67,2.37,3.27,2.38
2024-09-18,474.7,478.83,470.83,471.44,O:QQQ240918C00475000,3.01,4.94,0.01,0.01,O:QQQ240918P00475000,3.33,5.29,0.63,2.39,6.34,2.4
2024-09-19,482.61,486.23,480.49,483.36,O:QQQ240919C00483000,1.79,3.49,0.09,0.09,O:QQQ240919P00483000,2.18,3.35,0.04,0.32,3.97,0.41
2024-09-20,482.49,483.69,478.3,482.44,O:QQQ240920C00482000,2.21,2.89,0.11,0.11,O:QQQ240920P00482000,1.75,3.91,0.09,0.27,3.96,0.38
2024-09-23,482.95,484.14,481.6,483.04,O:QQQ240923C00483000,1.56,1.82,0.02,0.07,O:QQQ240923P00483000,1.69,2.23,0.07,0.16,3.25,0.23
2024-09-24,484.46,486.33,480.17,485.37,O:QQQ240924C00484000,1.59,2.67,0.17,1.48,O:QQQ240924P00484000,1.2,3.87,0.01,0.01,2.79,1.49
2024-09-25,484.74,487.79,484.56,485.82,O:QQQ240925C00485000,1.24,3.25,0.68,1.97,O:QQQ240925P00485000,1.46,1.48,0.01,0.01,2.7,1.98
2024-09-26,493.37,493.7,485.8,489.47,O:QQQ240926C00493000,1.7,1.93,0.01,0.01,O:QQQ240926P00493000,1.34,7.2,1.22,3.24,3.04,3.25
2024-09-27,490.5,490.64,485.56,486.75,O:QQQ240927C00490000,1.75,1.82,0.01,0.01,O:QQQ240927P00490000,1.26,4.25,1.09,3.71,3.01,3.72
2024-09-30,485.78,488.41,482.92,488.07,O:QQQ240930C00486000,1.67,2.76,0.13,1.47,O:QQQ240930P00486000,1.91,3.2,0.01,0.01,3.58,1.48
2024-10-01,487.7,488.0,477.4,481.27,O:QQQ241001C00488000,1.48,1.69,0.01,0.01,O:QQQ241001P00488000,1.83,10.55,1.67,6.24,3.31,6.25
2024-10-02,480.36,483.88,477.72,481.95,O:QQQ241002C00480000,2.07,4.15,0.96,2.68,O:QQQ241002P00480000,1.73,3.2,0.01,0.02,3.8,2.7
2024-10-03,479.74,484.545,478.99,481.59,O:QQQ241003C00480000,1.72,4.88,0.45,1.86,O:QQQ241003P00480000,2.0,2.28,0.01,0.01,3.72,1.87
2024-10-04,487.45,487.88,482.385,487.32,O:QQQ241004C00487000,2.15,2.21,0.09,0.4,O:QQQ241004P00487000,1.64,5.0,0.07,0.08,3.79,0.48
2024-10-07,485.39,486.57,480.87,482.1,O:QQQ241007C00485000,1.89,2.25,0.01,0.01,O:QQQ241007P00485000,1.46,4.1,0.43,2.48,3.35,2.49
2024-10-08,484.66,489.99,483.845,489.3,O:QQQ241008C00485000,1.36,4.91,0.94,4.09,O:QQQ241008P00485000,1.77,2.13,0.01,0.01,3.13,4.1
2024-10-09,489.0,493.73,487.95,493.15,O:QQQ241009C00489000,1.43,4.61,0.94,3.7,O:QQQ241009P00489000,1.5,2.06,0.01,0.01,2.93,3.71
2024-10-10,490.85,494.47,489.53,492.59,O:QQQ241010C00491000,1.72,3.61,0.84,1.31,O:QQQ241010P00491000,1.83,2.35,0.01,0.01,3.55,1.32
2024-10-11,490.74,494.39,490.17,493.36,O:QQQ241011C00491000,1.33,3.4,1.02,1.85,O:QQQ241011P00491000,1.6,1.86,0.01,0.01,2.93,1.86
2024-10-14,495.77,498.83,495.26,497.5,O:QQQ241014C00496000,1.07,3.16,0.57,1.39,O:QQQ241014P00496000,1.37,1.48,0.01,0.01,2.44,1.4
2024-10-15,497.83,498.5,488.68,490.85,O:QQQ241015C00498000,1.05,1.52,0.01,0.01,O:QQQ241015P00498000,1.34,9.09,0.95,7.59,2.39,7.6
2024-10-16,491.18,491.69,487.57,490.91,O:QQQ241016C00491000,1.61,1.66,0.01,0.01,O:QQQ241016P00491000,1.48,3.78,0.16,0.35,3.09,0.36
2024-10-17,496.44,496.49,491.1901,491.25,O:QQQ241017C00496000,1.73,1.8,0.01,0.01,O:QQQ241017P00496000,1.33,5.29,1.32,3.67,3.06,3.68
2024-10-18,494.06,495.57,493.3,494.47,O:QQQ241018C00494000,1.5,2.14,0.19,0.77,O:QQQ241018P00494000,1.48,1.94,0.01,0.01,2.98,0.78
2024-10-21,493.25,496.23,491.31,495.42,O:QQQ241021C00493000,1.43,3.5,0.38,2.62,O:QQQ241021P00493000,1.15,2.07,0.01,0.01,2.58,2.63
2024-10-22,492.73,497.445,491.97,495.96,O:QQQ241022C00493000,1.38,4.41,0.96,2.52,O:QQQ241022P00493000,1.61,2.08,0.01,0.01,2.99,2.53
2024-10-23,493.59,494.25,485.05,488.36,O:QQQ241023C00494000,1.28,1.62,0.01,0.01,O:QQQ241023P00494000,1.65,8.92,1.12,4.78,2.93,4.79
2024-10-24,492.11,493.0,489.44,492.32,O:QQQ241024C00492000,1.6,1.67,0.25,0.88,O:QQQ241024P00492000,1.52,2.8,0.01,0.01,3.12,0.89
2024-10-25,495.14,500.28,494.43,495.32,O:QQQ241025C00495000,1.47,5.4,0.09,0.09,O:QQQ241025P00495000,1.35,1.35,0.08,0.32,2.82,0.41
2024-10-28,498.46,498.52,495.1,495.4,O:QQQ241028C00498000,1.77,1.84,0.01,0.01,O:QQQ241028P00498000,1.35,2.84,1.02,2.5,3.12,2.51
2024-10-29,495.72,501.35,493.85,500.16,O:QQQ241029C00496000,1.65,5.6,0.94,5.35,O:QQQ241029P00496000,1.99,3.14,0.01,0.01,3.64,5.36
2024-10-30,499.39,500.35,495.89,496.38,O:QQQ241030C00499000,2.45,2.58,0.01,0.01,O:QQQ241030P00499000,2.01,4.08,0.92,3.6,4.46,3.61
2024-10-31,492.38,492.43,483.75,483.85,O:QQQ241031C00492000,2.23,2.33,0.01,0.01,O:QQQ241031P00492000,1.87,8.1,1.87,6.98,4.1,6.99
2024-11-01,485.5,490.7507,485.2,487.43,O:QQQ241101C00486000,1.66,4.88,0.98,1.6,O:QQQ241101P00486000,2.23,2.32,0.01,0.01,3.89,1.61
2024-11-04,486.82,489.38,484.2545,486.01,O:QQQ241104C00487000,1.67,2.75,0.01,0.01,O:QQQ241104P00487000,1.81,3.52,0.25,0.67,3.48,0.68
2024-11-05,487.61,492.88,487.52,492.21,O:QQQ241105C00488000,1.45,5.9,1.44,5.3,O:QQQ241105P00488000,1.85,1.87,0.01,0.01,3.3,5.31
2024-11-06,500.56,506.41,499.6,505.58,O:QQQ241106C00501000,1.66,5.37,1.24,4.5,O:QQQ241106P00501000,2.0,2.81,0.01,0.01,3.66,4.51
2024-11-07,508.4,514.33,508.34,513.54,O:QQQ241107C00508000,2.05,7.52,2.02,6.12,O:QQQ241107P00508000,1.72,1.72,0.01,0.01,3.77,6.13
2024-11-08,513.035,514.9175,512.41,514.14,O:QQQ241108C00513000,1.44,2.12,0.69,1.18,O:QQQ241108P00513000,1.37,1.44,0.01,0.01,2.81,1.19
2024-11-11,515.37,515.58,510.92,513.84,O:QQQ241111C00515000,1.54,1.61,0.01,0.01,O:QQQ241111P00515000,1.14,3.9,0.84,1.06,2.68,1.07
2024-11-12,513.77,514.66,509.83,512.91,O:QQQ241112C00514000,1.22,1.65,0.01,0.01,O:QQQ241112P00514000,1.54,4.2,0.25,0.35,2.76,0.36
2024-11-13,512.4,514.98,509.95,512.25,O:QQQ241113C00512000,1.77,3.02,0.11,0.58,O:QQQ241113P00512000,1.34,2.49,0.01,0.01,3.11,0.59
2024-11-14,511.91,512.79,507.77,508.69,O:QQQ241114C00512000,1.4,1.87,0.01,0.01,O:QQQ241114P00512000,1.48,4.91,0.96,3.5,2.88,3.51
2024-11-15,502.94,503.33,494.49,496.57,O:QQQ241115C00503000,1.77,1.8,0.01,0.01,O:QQQ241115P00503000,1.48,8.45,1.47,6.34,3.25,6.35
2024-11-18,498.13,502.14,496.73,500.02,O:QQQ241118C00498000,1.65,4.25,0.83,2.25,O:QQQ241118P00498000,1.61,2.09,0.01,0.01,3.26,2.26
2024-11-19,497.42,503.9536,497.08,503.46,O:QQQ241119C00497000,2.07,6.83,1.84,6.83,O:QQQ241119P00497000,1.63,1.77,0.01,0.01,3.7,6.84
2024-11-20,503.16,503.48,496.555,503.17,O:QQQ241120C00503000,2.64,2.7,0.28,2.21,O:QQQ241120P00503000,2.55,6.83,1.5,1.79,5.19,4.0
2024-11-21,506.24,506.96,497.56,504.98,O:QQQ241121C00506000,2.08,2.45,0.01,0.01,O:QQQ241121P00506000,1.84,7.99,0.33,1.33,3.92,1.34
2024-11-22,504.42,506.53,502.78,505.79,O:QQQ241122C00504000,1.99,3.03,0.82,1.28,O:QQQ241122P00504000,1.6,2.08,0.01,0.01,3.59,1.29
2024-11-25,509.9,511.4525,504.2625,506.59,O:QQQ241125C00510000,1.17,2.26,0.01,0.01,O:QQQ241125P00510000,1.36,5.69,0.83,3.1,2.53,3.11
2024-11-26,508.08,510.14,507.23,509.31,O:QQQ241126C00508000,1.55,2.72,0.28,1.56,O:QQQ241126P00508000,1.45,1.46,0.01,0.01,3.0,1.57
2024-11-27,508.17,508.24,501.93,505.3,O:QQQ241127C00508000,1.48,1.48,0.01,0.01,O:QQQ241127P00508000,1.26,5.98,1.26,2.83,2.74,2.84
2024-11-29,505.93,510.34,505.31,509.74,O:QQQ241129C00506000,1.05,4.2,0.78,3.6,O:QQQ241129P00506000,1.18,1.5,0.01,0.01,2.23,3.61
2024-12-02,511.01,516.26,510.62,515.29,O:QQQ241202C00511000,1.26,5.29,1.09,4.55,O:QQQ241202P00511000,1.26,1.46,0.01,0.01,2.52,4.56
2024-12-03,513.95,517.15,513.37,516.87,O:QQQ241203C00514000,1.31,3.89,1.0,3.15,O:QQQ241203P00514000,1.34,1.77,0.01,0.01,2.65,3.16
2024-12-04,520.32,523.52,519.6,523.26,O:QQQ241204C00520000,1.46,3.5,0.97,2.62,O:QQQ241204P00520000,1.2,1.46,0.01,0.01,2.66,2.63
2024-12-05,523.31,524.0399,521.42,521.81,O:QQQ241205C00523000,1.28,1.5,0.01,0.01,O:QQQ241205P00523000,1.05,2.74,0.22,1.7,2.33,1.71
2024-12-06,522.48,526.72,522.35,526.48,O:QQQ241206C00522000,1.54,4.72,1.51,4.01,O:QQQ241206P00522000,1.09,1.15,0.01,0.01,2.63,4.02
2024-12-09,525.55,526.35,521.22,522.38,O:QQQ241209C00526000,0.93,1.28,0.01,0.01,O:QQQ241209P00526000,1.41,4.77,0.83,3.55,2.34,3.56
2024-12-10,523.62,525.38,519.16,520.6,O:QQQ241210C00524000,1.0,1.86,0.01,0.01,O:QQQ241210P00524000,1.43,4.7,0.5,3.21,2.43,3.22
2024-12-11,525.0,530.61,524.59,529.92,O:QQQ241211C00525000,5.0,5.59,4.0,4.41,O:QQQ241211P00525000,0.01,0.03,0.01,0.01,5.01,4.42
2024-12-12,527.68,528.96,526.02,526.5,O:QQQ241212C00528000,1.32,1.56,0.05,0.05,O:QQQ241212P00528000,1.6,2.46,0.54,2.42,2.92,2.47
2024-12-13,530.46,533.1661,527.3001,530.53,O:QQQ241213C00530000,1.57,3.44,0.06,0.06,O:QQQ241213P00530000,1.16,2.9,0.02,0.25,2.73,0.31
2024-12-16,533.08,539.15,533.0,538.17,O:QQQ241216C00533000,1.29,6.14,1.22,5.0,O:QQQ241216P00533000,1.16,1.27,0.01,0.01,2.45,5.01
2024-12-17,536.36,537.48,534.13,535.8,O:QQQ241217C00536000,1.68,1.96,0.01,0.01,O:QQQ241217P00536000,1.29,2.35,0.1,0.55,2.97,0.56
2024-12-18,535.15,536.8799,515.01,516.47,O:QQQ241218C00535000,2.26,2.83,0.01,0.01,O:QQQ241218P00535000,2.17,22.56,0.95,19.95,4.43,19.96
2024-12-19,521.19,521.7599,513.83,514.17,O:QQQ241219C00521000,2.2,2.61,0.01,0.01,O:QQQ241219P00521000,2.41,6.95,1.87,6.95,4.61,6.96
2024-12-20,510.44,524.82,509.29,518.66,O:QQQ241220C00510000,2.99,14.74,2.17,8.6,O:QQQ241220P00510000,2.55,2.84,0.01,0.01,5.54,8.61
2024-12-23,519.55,523.25,516.13,522.87,O:QQQ241223C00520000,1.72,3.3,0.56,2.54,O:QQQ241223P00520000,2.25,4.41,0.01,0.01,3.97,2.55
2024-12-24,524.83,530.05,524.19,529.96,O:QQQ241224C00525000,1.05,5.32,0.83,5.32,O:QQQ241224P00525000,1.27,1.65,0.01,0.01,2.32,5.33
2024-12-26,528.32,531.24,526.31,529.6,O:QQQ241226C00528000,1.73,3.31,0.86,1.42,O:QQQ241226P00528000,1.37,2.52,0.01,0.01,3.1,1.43
2024-12-27,526.01,526.45,517.86,522.56,O:QQQ241227C00526000,1.54,1.77,0.01,0.01,O:QQQ241227P00526000,1.49,8.1,1.31,2.96,3.03,2.97
2024-12-30,515.51,519.36,511.83,515.61,O:QQQ241230C00516000,1.82,3.5,0.01,0.01,O:QQQ241230P00516000,2.51,4.67,0.02,0.97,4.33,0.98
2024-12-31,516.9,517.66,510.26,511.23,O:QQQ241231C00517000,2.24,2.64,0.01,0.01,O:QQQ241231P00517000,2.34,6.57,1.72,5.55,4.58,5.56
2025-01-02,514.3,516.64,505.71,510.23,O:QQQ250102C00514000,2.31,3.46,0.01,0.01,O:QQQ250102P00514000,2.21,8.15,0.76,3.62,4.52,3.63
2025-01-03,513.35,519.6454,512.53,518.58,O:QQQ250103C00513000,2.38,6.6,1.67,5.0,O:QQQ250103P00513000,2.03,2.15,0.01,0.01,4.41,5.01
2025-01-06,524.02,527.92,522.03,524.54,O:QQQ250106C00524000,1.68,4.05,0.03,1.29,O:QQQ250106P00524000,1.69,2.02,0.01,0.01,3.37,1.3
